register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿99400603334,Bar Restaurant Luzi II,,,2018-07-11T09:41:22+02:00,2022-03-15T18:11:45.012153+01:00,,,090502,C Còrsega,366,,07,la Dreta de l'Eixample,02,Eixample,08037,BARCELONA,True,,232100,20001,Telèfons,Tel.,934570277,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429971.8713778846,4583349.00542014,41.39863124454791,2.1622745029575787
﻿99400603379,Bar Restaurant La Vespa Burger,,,2018-07-11T11:36:11+02:00,2022-03-15T18:05:35.721983+01:00,,,208001,C Torrent de l'Olla,99,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,232146,20001,Telèfons,Tel.,629444994,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429554.15235666774,4583731.479602868,41.4020395621038,2.1572334675137
﻿99400603445,Restaurant Devil's Kitchen,,,2018-07-11T14:16:14+02:00,2022-03-15T18:09:00.876335+01:00,,,045803,Carretera de la Bordeta,52,,15,Hostafrancs,03,Sants-Montjuïc,08014,Barcelona,True,,232288,20001,Telèfons,Tel.,935117297,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428521.53605752613,4580584.892089767,41.373608285558504,2.14525252758778
﻿99400582864,Bar Restaurant Kentucky Fried Chicken *La Maquinista,,,2018-04-11T14:16:54+02:00,2022-03-15T18:18:43.087960+01:00,,,701357,Pg Potosí,2,,59,el Bon Pastor,09,Sant Andreu,08030,BARCELONA,True,,231718,20001,Telèfons,Tel.,933609873,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433034.3956556532,4588197.655780305,41.4425624486565,2.1983701695643023
﻿99400582868,Bar Restaurant Kentucky Fried Chicken *Av Paral·lel,,,2018-04-11T14:26:30+02:00,2022-03-15T18:18:43.095089+01:00,,,198804,Av Paral·lel,204,,10,Sant Antoni,02,Eixample,08015,BARCELONA,True,,231732,20001,Telèfons,Tel.,938322248,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429013.95523064607,4580765.789427583,41.37528115051349,2.1511191258337106
﻿99400593559,Restaurant Japonès Yen,,,2018-06-01T13:11:30+02:00,2022-03-15T18:17:03.469946+01:00,,,206403,C Gran de Gràcia,180,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,231700,20001,Telèfons,Tel.,936762902,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429161.7691483509,4583829.005569744,41.402883465168586,2.1525283385935756
﻿99400593611,Restaurant Japonès Kyoka II,,,2018-06-04T09:23:22+02:00,2022-03-15T18:07:23.969872+01:00,,,325005,C Sicília,93,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,231598,20001,Telèfons,Tel.,931581936,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431584.24578852346,4582967.108475527,41.39533042067429,2.181604094186852
﻿98335135800,Restaurant Equinox *Verdi,,,1998-12-01T00:00:00+01:00,2022-03-15T18:17:51.399206+01:00,,,356803,C Verdi,21,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,202260,20001,Telèfons,Tel.,932373270,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429540.59945085866,4583910.520853892,41.403650932794804,2.157050506378842
﻿98085150348,Restaurant La Vinya del Senyor *Plaça Santa Maria,,,1998-03-26T00:00:00+01:00,2022-03-15T18:16:55.710757+01:00,,,317404,Pl Santa Maria,5,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,200721,20001,Telèfons,Tel.,933103379,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431590.29800095863,4581632.959494601,41.38331464569986,2.1818271573833043
﻿99400593615,Restaurant Tannat,,,2018-06-04T10:43:25+02:00,2022-03-15T18:06:36.920885+01:00,,,110009,C Ramon Turró,181,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,231499,20001,Telèfons,Tel.,932214494,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433315.1338785575,4583417.825424624,41.399535304418066,2.2022575560787203
﻿92086030140,Restaurant Caliu,,,1989-05-09T00:00:00+02:00,2022-03-15T18:09:48.520351+01:00,,,027007,C Assaonadors,31,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,167899,20001,Telèfons,Tel.,933103798,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431554.56028005923,4581968.871209232,41.38633706676816,2.1813618321952917
﻿99400593701,Restaurant Turc Pim Pam,,,2018-06-04T15:58:14+02:00,2022-03-15T18:06:59.354574+01:00,,,003009,C Agramunt,15,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,231550,20001,Telèfons,Tel.,932540655,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428622.12823437643,4584567.937250488,41.40949099751839,2.14598589519915
﻿99400593719,Restaurant Les Caves,,,2018-06-05T09:09:13+02:00,2022-03-15T18:17:04.631463+01:00,,,169409,G.V. Corts Catalanes,1075,,72,Sant Martí de Provençals,10,Sant Martí,08020,BARCELONA,True,,231690,20001,Telèfons,Tel.,936398044,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433381.50387116463,4585249.352577769,41.41603686882146,2.2028498408463735
﻿99400594714,Restaurant La Xarxa,,,2018-06-14T09:58:24+02:00,2022-03-15T18:18:04.177519+01:00,,,028000,Via Augusta,115,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08006,BARCELONA,True,,231307,20001,Telèfons,Tel.,932001348,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428642.6962417741,4583590.750784341,41.40069169476539,2.1463471644427212
﻿98028132615,Restaurant Telepizza *Avinguda Paral·lel,,,1998-01-28T00:00:00+01:00,2022-03-15T18:18:11.823621+01:00,,,198804,Av Paral·lel,139,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,199771,20001,Telèfons,Tel.,934260828,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429642.87712766207,4580704.265159676,41.374782252255535,2.1586463969889937
﻿99400596017,Restaurant La Carota,,,2018-06-27T11:49:55+02:00,2022-03-15T18:09:01.257817+01:00,,,333900,C Tenor Masini,20,,18,Sants,03,Sants-Montjuïc,08028,BARCELONA,True,,231894,20001,Telèfons,Tel.,931405161,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427439.68650742987,4580913.536651052,41.376471448543086,2.132277723109377
﻿99400596058,Restaurant Més De Vi,,,2018-06-27T14:20:17+02:00,2022-03-15T18:09:01.271278+01:00,,,196707,C Marià Aguiló,123,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,232012,20001,Telèfons,Tel.,930079151,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433548.3056001388,4583482.520839477,41.40013730368807,2.2050396000932833
﻿99400596081,Restaurant Makan Makan,,,2018-06-27T15:43:03+02:00,2022-03-15T18:05:57.762228+01:00,,,183206,C Lluna,4,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,231943,20001,Telèfons,Tel.,930012912,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430312.2404824817,4581360.392893762,41.38075003383737,2.1665746072061394
﻿99400596110,Restaurant Xiroi Ca la Nuri,,,2018-06-28T09:13:13+02:00,2022-03-15T18:18:04.786590+01:00,,,700757,Pg Marítim de Nova Icària,83,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,231896,20001,Telèfons,Tel.,932213558,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433253.1856663977,4582480.526556248,41.39108815498688,2.2016198594999317
﻿99400596119,Restaurant Cafeteria Alsur Café *Llúria,,,2018-06-28T09:56:44+02:00,2022-03-15T18:19:29.568318+01:00,,,176801,C Roger de Llúria,23,,07,la Dreta de l'Eixample,02,Eixample,08010,BARCELONA,True,,232054,20001,Telèfons,Tel.,936241577,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430719.42428624537,4582513.011729649,41.391166477936366,2.1713119939767895
﻿98154120857,Restaurant Envalira,,,1998-06-03T00:00:00+02:00,2022-03-15T18:17:46.563515+01:00,,,326904,Pl Sol,13,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,201038,20001,Telèfons,Tel.,932185813,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429508.1608062024,4583718.578719108,41.40191933752331,2.1566848151200544
﻿99400593043,Restaurant Setze,,,2018-05-28T12:58:29+02:00,2022-03-15T18:06:51.047706+01:00,,,138802,Carrer de Galileu,316,,19,les Corts,04,Les Corts,08028,Barcelona,True,,231529,20001,Telèfons,Tel.,933156476,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427389.2817792201,4581925.142767043,41.38557803815339,2.1315538067772892
﻿99400594777,Restaurant Twenty,,,2018-06-14T17:28:59+02:00,2022-03-15T18:08:45.623839+01:00,,,223606,C Muntaner,103,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,BARCELONA,True,,231632,20001,Telèfons,Tel.,934524060,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429468.57649562997,4582264.141899286,41.388816277084,2.156380708922708
﻿99400070754,Restaurant Tosca Palau,,,2004-01-08T12:55:48+01:00,2022-03-15T18:16:18.673243+01:00,,,012407,Carrer de Sant Pere Més Alt,8,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,Barcelona,True,,208408,20001,Telèfons,Tel.,933151072,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431078.9768772686,4582095.145880409,41.38743377890248,2.1756598384977854
﻿92086000623,Bar Restaurant El Rincón,,,1988-01-25T00:00:00+01:00,2022-03-15T18:09:34.362525+01:00,,,067307,Carrer del Carme,28,,01,el Raval,01,Ciutat Vella,08001,Barcelona,True,,158780,20001,Telèfons,Tel.,93 302 67 89,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430622.2114332532,4581532.527277495,41.382327183210386,2.1702615996749173
﻿92086027069,Bar Restaurant El Petit Gourmet,,,1988-05-17T00:00:00+02:00,2022-03-15T18:05:41.224795+01:00,,,191907,C Manigua,56,,62,el Congrés i els Indians,09,Sant Andreu,08027,BARCELONA,True,,168160,100050,Telèfons,No tenen telèfon.,-,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431464.0452972793,4586205.339876586,41.424485871621705,2.179799617659422
﻿99400150826,Restaurant L'Altre Caliu,,,2006-01-04T12:49:00+01:00,2022-03-15T18:19:50.333135+01:00,,,186907,Carrer de Lluçà,11,,19,les Corts,04,Les Corts,08028,Barcelona,True,,214666,20001,Telèfons,Tel.,934900812,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427313.53161065036,4581485.064045518,41.38160758515284,2.130700704041824
﻿98012142656,Restaurant Domino's Pizza *Freser,,,1998-01-12T00:00:00+01:00,2022-03-15T18:18:11.675651+01:00,,,134801,C Freser,45,,64,el Camp de l'Arpa del Clot,10,Sant Martí,08026,BARCELONA,True,,199854,20001,Telèfons,Tel.,934554010,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431591.3173026329,4585019.577460565,41.413816960390676,2.1814567039217905
﻿98012143307,Restaurant Domino's Pizza *València,,,1998-01-12T00:00:00+01:00,2022-03-15T18:18:11.687231+01:00,,,350308,C València,79,,09,la Nova Esquerra de l'Eixample,02,Eixample,08029,BARCELONA,True,,199894,20001,Telèfons,Tel.,934540008,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429170.29248261073,4581847.574901817,41.38503819537924,2.152862040649458
﻿98012144600,Restaurant Domino's Pizza *Sepúlveda,,,1998-01-12T00:00:00+01:00,2022-03-15T18:18:11.714295+01:00,,,323203,C Sepúlveda,38,,10,Sant Antoni,02,Eixample,08015,BARCELONA,True,,199859,20001,Telèfons,Tel.,933294600,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429251.10189343116,4580913.7640328165,41.376634791782095,2.1539374565373492
﻿99400240709,Restaurant Culleres,,,2010-02-05T11:57:50+01:00,2022-03-15T18:20:17.316791+01:00,,,044403,C Bolívia,138,,71,Provençals del Poblenou,10,Sant Martí,08018,BARCELONA,True,,222723,20001,Telèfons,Tel.,935133984,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432798.0337480398,4584194.003752239,41.406483071805475,2.195985965851093
﻿99400244352,Restaurant L'Antica Napoli,,,2010-03-31T12:46:33+02:00,2022-03-15T18:20:19.172590+01:00,,,086301,C Concòrdia,53,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,222496,20001,Telèfons,Tel.,633671775,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429641.3592066894,4580397.016158906,41.37201482613431,2.158663906289187
﻿98245120313,Restaurant Alabina,,,1998-09-02T00:00:00+02:00,2022-03-15T18:16:20.338294+01:00,,,356803,C Verdi,40,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,201212,20001,Telèfons,Tel.,932174475,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429506.0297743127,4583969.678269761,41.40418071110956,2.15663008129757
﻿96320112117,Bar Restaurant Mare Déu Port,,,1996-11-15T00:00:00+01:00,2022-03-15T18:17:49.213128+01:00,,,230601,C Mare de Déu de Port,336,,13,la Marina de Port,03,Sants-Montjuïc,08038,BARCELONA,True,,194896,20001,Telèfons,Tel.,933321014,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428024.6910964597,4579616.6264383625,41.36484318303952,2.139426775002622
﻿75990287016,Restaurant Cafè Ninoska,,,1996-09-18T00:00:00+02:00,2022-03-15T18:13:43.904472+01:00,,,062609,Av Icària,131,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,148438,20001,Telèfons,Tel.,932212444,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432692.31914726424,4582332.649887926,41.389709528502635,2.194928219723911
﻿75990287146,Restaurant Cerveseria Pepe,,,1996-09-18T00:00:00+02:00,2022-03-15T18:12:04.750872+01:00,,,198804,Av Paral·lel,75,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,148560,20001,Telèfons,Tel.,640255165,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430430.4974692337,4580700.252361871,41.374814583499685,2.168064522570736
﻿75990287167,Bar Restaurant Agullers,,,1996-09-18T00:00:00+02:00,2022-03-15T18:12:04.866899+01:00,,,004103,Carrer dels Agullers,8,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,Barcelona,True,,148442,20001,Telèfons,Tel.,932680361,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431574.88517081784,4581534.535452054,41.382426857418956,2.181653954072946
﻿99400094260,Restaurant Flor de Maig,,,2004-08-18T12:39:00+02:00,2022-03-15T18:16:29.240522+01:00,,,256605,C Pintor Fortuny,29,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,210748,20001,Telèfons,Tel.,934127162,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430530.17032432376,4581550.755080699,41.382483413224854,2.169158835706893
﻿75990279824,Restaurant 7 Portes,,,1996-09-18T00:00:00+02:00,2022-03-15T18:11:54.048284+01:00,,,163504,Pg Isabel II,14,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,148581,20001,Telèfons,Tel.,933193033,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431719.5547700167,4581506.453755374,41.382186224279984,2.1833871592605782
﻿99400566474,Bar Restaurant Bar But,,,2017-12-19T09:36:50+01:00,2022-03-15T18:06:31.809458+01:00,,,051103,C Bonavista,8,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,231052,20001,Telèfons,Tel.,933607128,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429729.73474440735,4583283.12201256,41.39801673213478,2.159385840105417
﻿99400566503,Restaurant Chloe,,,2017-12-19T10:48:26+01:00,2022-03-15T18:08:56.335735+01:00,,,178308,C Lepant,311,,06,la Sagrada Família,02,Eixample,08025,BARCELONA,True,,231156,20001,Telèfons,Tel.,688472115,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430935.23583752476,4584224.325081314,41.40659828110518,2.1736979166364536
﻿99400566529,Restaurant Meating,,,2017-12-19T11:59:29+01:00,2022-03-15T18:08:48.483893+01:00,,,013909,C Amigó,68,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,BARCELONA,True,,231158,20001,Telèfons,Tel.,932008586,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428315.3055089775,4583185.58066715,41.39701336639919,2.142478955953654
﻿99400595228,Restaurant Xinès Melo-Jia,,,2018-06-19T13:57:10+02:00,2022-03-15T18:08:45.107948+01:00,,,090502,C Còrsega,250,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08008,BARCELONA,True,,231603,20001,Telèfons,Tel.,930009278,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429401.08004205034,4582786.694786824,41.39351680405404,2.1555125657097656
﻿99400595300,restaurant Japonès Kamiya,,,2018-06-20T09:42:28+02:00,2022-03-15T18:18:04.545127+01:00,,,350308,C València,240,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08007,BARCELONA,True,,231517,20001,Telèfons,Tel.,645434999,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429821.2280293113,4582449.11716783,41.39051313145017,2.1605768722762146
﻿99400097770,Restaurant i Catering  L'Ariadna i en Jordi,,,2004-10-19T14:11:55+02:00,2022-03-15T18:19:36.412902+01:00,,,320704,Avinguda de Sarrià,137,,19,les Corts,04,Les Corts,08017,Barcelona,True,,211278,20001,Telèfons,Tel.,932056004,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427495.44359546027,4582629.509917078,41.39193156304764,2.1327390876032615
﻿99400596629,Burger King *Ronda Sant Pau,,,2018-07-05T12:59:55+02:00,2022-03-15T18:06:41.018208+01:00,,,308709,Ronda de Sant Pau,56,,01,el Raval,01,Ciutat Vella,08001,Barcelona,True,,231975,20001,Telèfons,Tel.,933291311,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430123.9183764343,4581057.230813945,41.37800321578755,2.1643575671321016
﻿99400021953,Restaurant Basilico,,,2002-10-14T08:47:39+02:00,2022-03-15T18:16:07.413847+01:00,,,198804,Av Paral.lel,142,,10,Sant Antoni,02,Eixample,08015,BARCELONA,True,,205970,20001,Telèfons,Tel.,934237376,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429716.1924048247,4580751.551713315,41.375214553420605,2.159517551963292
﻿99400111542,Restaurant Dionissos,75990714805,Hotel H10 Marina Barcelona - HB-004190,2005-05-26T14:43:00+02:00,2022-03-15T18:19:40.276721+01:00,,,044200,Av Bogatell,64,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,213268,20001,Telèfons,Tel.,933097917,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432486.4070728449,4582710.678158534,41.39309706918292,2.192423387549554
﻿99400015770,Restaurant Aire de Mar,2042134715,Eurostars Grand Marina Hotel - HB-004155,2002-08-16T18:01:00+02:00,2022-03-15T18:19:29.784515+01:00,,,540416,Moll Barcelona,1,,01,el Raval,01,Ciutat Vella,08039,BARCELONA,True,,205763,20001,Telèfons,Tel.,936039000,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431490.90722724196,4580356.176937561,41.37180656034886,2.180782888911419
﻿99400180092,Restaurant La Panxa del Bisbe,,,2007-03-29T13:05:42+02:00,2022-03-15T18:19:53.115550+01:00,,,340406,C Torrent de les Flors,158,,31,la Vila de Gràcia,06,Gràcia,08024,BARCELONA,True,,217499,20001,Telèfons,Tel.,932137049,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429550.6612181427,4584555.339567998,41.40945945450764,2.1570958096667217
﻿99400142386,Bar Restaurant Mut,,,2005-09-22T12:43:22+02:00,2022-03-15T18:19:48.491110+01:00,,,247659,C Pau Claris,192,,07,la Dreta de l'Eixample,02,Eixample,08037,BARCELONA,True,,213181,20001,Telèfons,Tel.,932174338,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429886.2862392785,4583206.022797121,41.39733599232261,2.161267336100373
